ID,item,prompt,response,jrt,text,label
33-study_1-1228,11,11,is there evidence of water in this galaxy to show traces of life,2.7560267,A creative research question for a new planet outside of our galaxy is is there evidence of water in this galaxy to show traces of life,0.49152488
40-study_1-1517,10,10,how long does it take to get there?,2.1937718,A creative research question for an unexplored part of the ocean floor is how long does it take to get there?,0.39124924
112-study_1-4261,6,6,psychologically test a bunch of animals on how their sense of humor work,2.9794211,A creative experiment for testing if animals have a sense of humor is psychologically test a bunch of animals on how their sense of humor work,0.5313663
93-study_2-7335,10,10,what is the terrain like ?,2.994551,A creative research question for an unexplored part of the ocean floor is what is the terrain like ?,0.5340646
93834-study_3-1302,11,11,Is it possible to fly on this planet,3.2189233,A creative research question for a new planet outside of our galaxy is is it possible to fly on this planet,0.5740804
93309-study_3-3206,2,2,animals have similar tendencies to humans in which they tend toward those with similar demeanors,3.4138715,A creative hypothesis for why dogs like one friend and cats like another is animals have similar tendencies to humans in which they tend toward those with similar demeanors,0.6088485
91643-study_3-1696,7,7,How did no one find this place before me,2.7280455,A creative research question for a jungle containing no human life is how did no one find this place before me,0.48653457
136-study_2-7958,6,6,"well if humans don't have this sense of humor, then we'll have to get creative. some humans think it's funny when people get hurt. so maybe animals think it's funny when people help other humans.",3.9270732,"A creative experiment for testing if animals have a sense of humor is well if humans don't have this sense of humor, then we'll have to get creative. some humans think it's funny when people get hurt. so maybe animals think it's funny when people help other humans.",0.70037574
34-study_1-1247,2,2,"if a dog likes one friend, the cats don't like the smell of that friend",2.3492498,"A creative hypothesis for why dogs like one friend and cats like another is if a dog likes one friend, the cats don't like the smell of that friend",0.4189781
142-study_2-8060,7,7,how do the  animals react to human presence  compared to animals  in jungles with regular human interaction?,4.163837,A creative research question for a jungle containing no human life is how do the  animals react to human presence  compared to animals  in jungles with regular human interaction?,0.7426015
91142-study_3-5253,6,6,Verbally tell the animals jokes,2.0298264,A creative experiment for testing if animals have a sense of humor is verbally tell the animals jokes,0.36201036
94036-study_3-1733,7,7,How does this jungle compare to other known jungles,3.0484858,A creative research question for a jungle containing no human life is how does this jungle compare to other known jungles,0.5436836
39-study_1-1459,8,8,"if the water is warmer, then more people must swim in it.",2.3492498,"A creative hypothesis for why water is warmer in one lake than another is if the water is warmer, then more people must swim in it.",0.4189781
86-study_1-3225,3,3,give a plant water and sunlight but bad dirt and see if it grows,2.5893493,A creative experiment for testing effects of water and sunlight on flower growth is give a plant water and sunlight but bad dirt and see if it grows,0.46179873
64-study_2-6878,13,13,the halls in your new school have better acoustics than your old school and that's why everyone is singing.,4.184312,A creative hypothesis for why students sing in hallways at a new school is the halls in your new school have better acoustics than your old school and that's why everyone is singing.,0.746253
119-study_1-4552,3,3,give a flower plenty of water but no sunlight,2.081476,A creative experiment for testing effects of water and sunlight on flower growth is give a flower plenty of water but no sunlight,0.3712218
93787-study_3-4535,0,0,"Raise a  baby bird listening to human noises, and see if it becomes relevant to them",4.027192,"A creative experiment for testing bird's understanding of human speech is raise a  baby bird listening to human noises, and see if it becomes relevant to them",0.71823144
91435-study_3-3461,2,2,my other friend was nicer to the cat and mean to the dog,3.0800214,A creative hypothesis for why dogs like one friend and cats like another is my other friend was nicer to the cat and mean to the dog,0.5493079
94087-study_3-2884,14,14,Researchers have found a way to make stars disapper,2.0922687,A creative hypothesis for why stars disappear from the sky is researchers have found a way to make stars disapper,0.37314665
29-study_1-1068,4,4,test friendliness by seeing how many students say hi to a new student at both schools and compare,3.09389,A creative experiment for testing friendliness at different schools is test friendliness by seeing how many students say hi to a new student at both schools and compare,0.55178124
11-study_4-15744,11,11,What is this planet's atmosphere like?,2.708099,A creative research question for a new planet outside of our galaxy is what is this planet's atmosphere like?,0.48297718
116-study_1-4465,10,10,how much pressure will be experienced being at the bottom of this ocean floor?,2.571897,A creative research question for an unexplored part of the ocean floor is how much pressure will be experienced being at the bottom of this ocean floor?,0.4586862
93787-study_3-3598,2,2,The dogs tend to like people who are more enthusiatic.,2.521441,A creative hypothesis for why dogs like one friend and cats like another is the dogs tend to like people who are more enthusiatic.,0.44968757
60-study_4-17081,11,11,How large is this new planet?,1.3810165,A creative research question for a new planet outside of our galaxy is how large is this new planet?,0.24629804
91352-study_3-1694,7,7,How dense is the jungle,2.4420886,A creative research question for a jungle containing no human life is how dense is the jungle,0.43553546
93505-study_3-804,1,1,How does their environment impact their communication,3.6991808,A creative research question for a remote island with nonverbal communication is how does their environment impact their communication,0.65973216
91171-study_3-5884,9,9,ask random people,1.5026238,A creative experiment for testing mind-reading abilities is ask random people,0.26798615
91877-study_3-2905,14,14,Something is moving across the sky and is blocking the stars,2.3949544,A creative hypothesis for why stars disappear from the sky is something is moving across the sky and is blocking the stars,0.42712927
122-study_1-4705,8,8,one lake might get its water from a mountain top which is melted ice which makes it colder than the other one which might be a man made lake and might be the reason why it is warmer than the other one,4.2800775,A creative hypothesis for why water is warmer in one lake than another is one lake might get its water from a mountain top which is melted ice which makes it colder than the other one which might be a man made lake and might be the reason why it is warmer than the other one,0.7633324
141-study_2-8046,7,7,"is the top of the food chain, the big predators, taking over with out any natural predator ",3.54951,"A creative research question for a jungle containing no human life is is the top of the food chain, the big predators, taking over with out any natural predator ",0.633039
120-study_1-4606,9,9,tell a person to look at a chart of numbers and focus on one specific number then tell the cousin to read their mind to see if the numbers match up.,3.09389,A creative experiment for testing mind-reading abilities is tell a person to look at a chart of numbers and focus on one specific number then tell the cousin to read their mind to see if the numbers match up.,0.55178124
49-study_1-1882,5,5,groundhogs family are living here,3.1383855,A creative hypothesis for why there are massive holds in a field is groundhogs family are living here,0.5597168
195-study_2-8897,11,11,what is the diameter of the planet,2.994551,A creative research question for a new planet outside of our galaxy is what is the diameter of the planet,0.5340646
103-study_2-7461,9,9,I will ask someone a question and before they respond my cousin will say their answer since he can read their mind ,2.2444065,A creative experiment for testing mind-reading abilities is i will ask someone a question and before they respond my cousin will say their answer since he can read their mind ,0.4002797
92128-study_3-3234,2,2,cats are attracted to certain kinds of people,2.1809263,A creative hypothesis for why dogs like one friend and cats like another is cats are attracted to certain kinds of people,0.3889583
63-study_2-6855,6,6,"set up a test with objects that are both common to humans and animals, place it in front of both and watch their behavior",2.2444065,"A creative experiment for testing if animals have a sense of humor is set up a test with objects that are both common to humans and animals, place it in front of both and watch their behavior",0.4002797
116-study_1-4442,9,9,gather people that agree for experiment and have them all watch a performance. the cousin will watch the people and record what they think they were thinking. the people will be sent the response to either confirm or deny if it was true.,2.5893493,A creative experiment for testing mind-reading abilities is gather people that agree for experiment and have them all watch a performance. the cousin will watch the people and record what they think they were thinking. the people will be sent the response to either confirm or deny if it was true.,0.46179873
124-study_1-4772,6,6,showing them certain stimuli and measuring reactions.,2.081476,A creative experiment for testing if animals have a sense of humor is showing them certain stimuli and measuring reactions.,0.3712218
91635-study_3-6269,9,9,"Tell your cousin to read your mind at different times during a long period so you will not be expecting it. When he reads your mind, then he will ask you at that moment about your thoughts and you can see if he is right or not.",2.30077,"A creative experiment for testing mind-reading abilities is tell your cousin to read your mind at different times during a long period so you will not be expecting it. when he reads your mind, then he will ask you at that moment about your thoughts and you can see if he is right or not.",0.41033193
144-study_1-5607,11,11,is there living organisms on the newly discovered planet?,1.8217373,A creative research question for a new planet outside of our galaxy is is there living organisms on the newly discovered planet?,0.3248986
72-study_2-7009,14,14,"they are not actually stars, but rather some object that we are to believe are stars.",3.1987917,"A creative hypothesis for why stars disappear from the sky is they are not actually stars, but rather some object that we are to believe are stars.",0.57049
101-study_4-18196,11,11,How far from the earth?,2.708099,A creative research question for a new planet outside of our galaxy is how far from the earth?,0.48297718
108-study_4-18361,11,11,does it have moons,2.4655523,A creative research question for a new planet outside of our galaxy is does it have moons,0.4397201
113-study_2-7609,13,13,students at this school like music more or are more involved with music than at the old school,2.2444065,A creative hypothesis for why students sing in hallways at a new school is students at this school like music more or are more involved with music than at the old school,0.4002797
62-study_1-2381,10,10,is there any geological difference from land?,3.91949,A creative research question for an unexplored part of the ocean floor is is there any geological difference from land?,0.6990233
66-study_1-2550,10,10,"what effects does the ocean pressure have on the creatures who live here, and how are they adapted to it?",3.7346125,"A creative research question for an unexplored part of the ocean floor is what effects does the ocean pressure have on the creatures who live here, and how are they adapted to it?",0.6660512
199-study_2-8964,7,7,what kind of animals and plants are there?,2.2444065,A creative research question for a jungle containing no human life is what kind of animals and plants are there?,0.4002797
40-study_2-6502,0,0,say something that may be meaningful to the bird,2.7355237,A creative experiment for testing bird's understanding of human speech is say something that may be meaningful to the bird,0.48786828
93424-study_3-3269,2,2,Does one friend have a scent like cats like and dogs dislike,2.7930884,A creative hypothesis for why dogs like one friend and cats like another is does one friend have a scent like cats like and dogs dislike,0.49813467
68-study_2-6941,8,8,the water in one lake is warmer due to someone just peeing in it,3.3979437,A creative hypothesis for why water is warmer in one lake than another is the water in one lake is warmer due to someone just peeing in it,0.6060079
91643-study_3-6011,9,9,Hang out with your cousin for a whole week and have her read your mind at random times so you'll never know when it is,2.30077,A creative experiment for testing mind-reading abilities is hang out with your cousin for a whole week and have her read your mind at random times so you'll never know when it is,0.41033193
39-study_1-1476,11,11,can there be any form of life on this planet?,1.8217373,A creative research question for a new planet outside of our galaxy is can there be any form of life on this planet?,0.3248986
98-study_2-7394,9,9,having your cousin read someone's mind then asking the person what they were thinking,2.7917216,A creative experiment for testing mind-reading abilities is having your cousin read someone's mind then asking the person what they were thinking,0.4978909
91819-study_3-1324,11,11,"is the planet rocky, water based, or what",3.2189233,"A creative research question for a new planet outside of our galaxy is is the planet rocky, water based, or what",0.5740804
161-study_2-8322,4,4,ask a new student at each school if they would like to participate in a study and ask them to seek out help from other students in the halls and see which receives more aid,3.8030534,A creative experiment for testing friendliness at different schools is ask a new student at each school if they would like to participate in a study and ask them to seek out help from other students in the halls and see which receives more aid,0.67825735
85-study_4-17770,7,7,are there any new plant species,1.2583189,A creative research question for a jungle containing no human life is are there any new plant species,0.22441548
190-study_2-8807,10,10,what new species live here?,1.4124805,A creative research question for an unexplored part of the ocean floor is what new species live here?,0.2519095
91193-study_3-1555,11,11,what new things can we find in the unexplored galaxy,3.5917816,A creative research question for a new planet outside of our galaxy is what new things can we find in the unexplored galaxy,0.640578
91425-study_3-1342,11,11,is there any oxygen,2.8060844,A creative research question for a new planet outside of our galaxy is is there any oxygen,0.50045246
93466-study_3-603,1,1,Do the children of the people on this island capable of communicating quicker than English speaking children,4.071665,A creative research question for a remote island with nonverbal communication is do the children of the people on this island capable of communicating quicker than english speaking children,0.72616297
103-study_2-7467,13,13,people at this school are more accepting so they are not scared of being judged for singing freely,2.994551,A creative hypothesis for why students sing in hallways at a new school is people at this school are more accepting so they are not scared of being judged for singing freely,0.5340646
118-study_2-7683,8,8,it is hypothesized that more wildlife live in the warmer lake ,3.1987917,A creative hypothesis for why water is warmer in one lake than another is it is hypothesized that more wildlife live in the warmer lake ,0.57049
84-study_4-17735,7,7,What type of resources are available?,3.197477,A creative research question for a jungle containing no human life is what type of resources are available?,0.5702556
92257-study_3-5552,4,4,I can test this hypothesis by observing what makes the students at my school and the others at different schools to why they are different in terms of friendliness.,2.0538101,A creative experiment for testing friendliness at different schools is i can test this hypothesis by observing what makes the students at my school and the others at different schools to why they are different in terms of friendliness.,0.3662877
94089-study_3-5522,4,4,have random people go up to them and see how nice they are,2.0538101,A creative experiment for testing friendliness at different schools is have random people go up to them and see how nice they are,0.3662877
55-study_1-2080,0,0,say something that might interest a bird and see if there is any reaction to what you said,2.081476,A creative experiment for testing bird's understanding of human speech is say something that might interest a bird and see if there is any reaction to what you said,0.3712218
94441-study_3-1594,11,11,whether it is suitable for human existence,2.0298264,A creative research question for a new planet outside of our galaxy is whether it is suitable for human existence,0.36201036
92436-study_3-3644,2,2,"The friends may have a preference for the species making their body language change around each species, which impacts the animal's behavior towards them.",4.158089,"A creative hypothesis for why dogs like one friend and cats like another is the friends may have a preference for the species making their body language change around each species, which impacts the animal's behavior towards them.",0.74157643
169-study_2-8463,14,14,light pollution in the area may affect the brightness of the view. ,2.9540615,A creative hypothesis for why stars disappear from the sky is light pollution in the area may affect the brightness of the view. ,0.5268435
31-study_1-1122,5,5,the earth is sinking in one hole at a time and it will ultimately cave in and everything will get sucked inside,4.2800775,A creative hypothesis for why there are massive holds in a field is the earth is sinking in one hole at a time and it will ultimately cave in and everything will get sucked inside,0.7633324
91693-study_3-6022,9,9,Have a person solve a puzzle to distract their minds,2.2472627,A creative experiment for testing mind-reading abilities is have a person solve a puzzle to distract their minds,0.40078914
93486-study_3-3478,2,2,One friend is male and the other is female,2.521441,A creative hypothesis for why dogs like one friend and cats like another is one friend is male and the other is female,0.44968757
137-study_2-7971,0,0,see if any respond,1.4124805,A creative experiment for testing bird's understanding of human speech is see if any respond,0.2519095
4-study_1-115,5,5,the holes are tunnels to move water out of an area,3.4766061,A creative hypothesis for why there are massive holds in a field is the holes are tunnels to move water out of an area,0.62003696
92225-study_3-672,1,1,How can these people communicate amongst themselves,1.7807767,A creative research question for a remote island with nonverbal communication is how can these people communicate amongst themselves,0.31759346
130-study_2-7855,4,4,yes because there are a lot of people,0.64764637,A creative experiment for testing friendliness at different schools is yes because there are a lot of people,0.1155048
9-study_1-321,13,13,there is a school singing competition,3.4766061,A creative hypothesis for why students sing in hallways at a new school is there is a school singing competition,0.62003696
75-study_2-7062,13,13,the new school has a better musical program than the last,2.2444065,A creative hypothesis for why students sing in hallways at a new school is the new school has a better musical program than the last,0.4002797
24-study_1-896,7,7,why haven't there been any humans before,1.5089712,A creative research question for a jungle containing no human life is why haven't there been any humans before,0.2691182
91230-study_3-6356,9,9,"You could coordinate with your cousin and set a dinner for a 3rd person who will be the person whos mind is being read. Then whenever you get home, ask the  person what was on their mind during dinner.",2.848544,"A creative experiment for testing mind-reading abilities is you could coordinate with your cousin and set a dinner for a 3rd person who will be the person whos mind is being read. then whenever you get home, ask the  person what was on their mind during dinner.",0.5080249
145-study_2-8102,2,2,"the friend that the dogs likes is more energetic and active than the other friend, since dogs like that",2.7917216,"A creative hypothesis for why dogs like one friend and cats like another is the friend that the dogs likes is more energetic and active than the other friend, since dogs like that",0.4978909
91643-study_3-173,10,10,How many animals live there that we have never seen before,2.2938883,A creative research question for an unexplored part of the ocean floor is how many animals live there that we have never seen before,0.40910462
90-study_4-17901,7,7,is there food?,1.8177991,A creative research question for a jungle containing no human life is is there food?,0.32419625
93844-study_3-2701,14,14,"As the street lights begin to turn on, it makes it much harder for one to pinpoint each individual star.",3.1010604,"A creative hypothesis for why stars disappear from the sky is as the street lights begin to turn on, it makes it much harder for one to pinpoint each individual star.",0.55306005
10-study_2-6017,14,14,there could be light pollution that is appearing to make them fade,3.1987917,A creative hypothesis for why stars disappear from the sky is there could be light pollution that is appearing to make them fade,0.57049
70-study_1-2671,4,4,do a questionnaire,2.081476,A creative experiment for testing friendliness at different schools is do a questionnaire,0.3712218
10-study_1-358,5,5,it could be an archeological excavation,3.1716404,A creative hypothesis for why there are massive holds in a field is it could be an archeological excavation,0.5656477
93387-study_3-1439,11,11,what do they eat,2.4243286,A creative research question for a new planet outside of our galaxy is what do they eat,0.43236804
7-study_4-15661,11,11,Are there any resources that humans can use on Earth for their benefit?,3.4858456,A creative research question for a new planet outside of our galaxy is are there any resources that humans can use on earth for their benefit?,0.6216848
22-study_4-16000,11,11,how is this planet different from any other planet in our galaxy?,2.9870949,A creative research question for a new planet outside of our galaxy is how is this planet different from any other planet in our galaxy?,0.5327349
93076-study_3-859,1,1,how will these people speak,2.889055,A creative research question for a remote island with nonverbal communication is how will these people speak,0.5152499
76-study_1-2903,4,4,"set up a bake sale to raise money for childhood cancer at both schools, see what school has more students that donate",4.5417366,"A creative experiment for testing friendliness at different schools is set up a bake sale to raise money for childhood cancer at both schools, see what school has more students that donate",0.80999815
131-study_1-5042,4,4,see which group of students are willing to sit with a lonely kid at lunch,3.514393,A creative experiment for testing friendliness at different schools is see which group of students are willing to sit with a lonely kid at lunch,0.6267761
101-study_4-18187,7,7,Do I need finish any task?,1.2583189,A creative research question for a jungle containing no human life is do i need finish any task?,0.22441548
93062-study_3-3824,8,8,if one lake is warmer then the warmer lake must be more shallow,2.294373,A creative hypothesis for why water is warmer in one lake than another is if one lake is warmer then the warmer lake must be more shallow,0.40919104
103-study_1-3923,1,1,can you fully express your feelings without the use of language,3.4647934,A creative research question for a remote island with nonverbal communication is can you fully express your feelings without the use of language,0.61793023
60-study_2-6815,2,2,"if I put my dog in between my two friends, then it will approach my friend who he likes rather than the one he does not",1.6918643,"A creative hypothesis for why dogs like one friend and cats like another is if i put my dog in between my two friends, then it will approach my friend who he likes rather than the one he does not",0.30173633
91904-study_3-3340,2,2,dogs tend to go towards people who give them more attention than people who dont,2.7930884,A creative hypothesis for why dogs like one friend and cats like another is dogs tend to go towards people who give them more attention than people who dont,0.49813467
93487-study_3-1762,7,7,how long has this jungle beung formating and how it can live without human substent,2.4420886,A creative research question for a jungle containing no human life is how long has this jungle beung formating and how it can live without human substent,0.43553546
179-study_2-8609,9,9,go to a public place and have your cousin choose a random person's mind to read then go up to the person and ask them what they were just thinking about,2.7917216,A creative experiment for testing mind-reading abilities is go to a public place and have your cousin choose a random person's mind to read then go up to the person and ask them what they were just thinking about,0.4978909
93139-study_3-5105,6,6,Say something you to a bird that a human wouldnt understand and see how they respond,2.0298264,A creative experiment for testing if animals have a sense of humor is say something you to a bird that a human wouldnt understand and see how they respond,0.36201036
90814-study_3-2237,13,13,is the school a music school,2.1917717,A creative hypothesis for why students sing in hallways at a new school is is the school a music school,0.39089257
91171-study_3-2500,13,13,the students have more privilege,2.5992572,A creative hypothesis for why students sing in hallways at a new school is the students have more privilege,0.46356574
131-study_1-5061,14,14,the structure of the star is ruined and have to go away until they are restructured and can sit in the sky.,3.1716404,A creative hypothesis for why stars disappear from the sky is the structure of the star is ruined and have to go away until they are restructured and can sit in the sky.,0.5656477
50-study_4-16815,11,11,where is the new galaxy,2.8546374,A creative research question for a new planet outside of our galaxy is where is the new galaxy,0.50911164
83-study_2-7170,13,13,this school likes to sing ,1.100219,A creative hypothesis for why students sing in hallways at a new school is this school likes to sing ,0.19621907
90-study_4-17905,7,7,what discoveries can I make here?,2.0523803,A creative research question for a jungle containing no human life is what discoveries can i make here?,0.36603275
93-study_4-17981,11,11,Can this planet support lifeforms.,2.3143444,A creative research question for a new planet outside of our galaxy is can this planet support lifeforms.,0.41275284
38-study_1-1408,2,2,they might like how one person feels than the other,3.4766061,A creative hypothesis for why dogs like one friend and cats like another is they might like how one person feels than the other,0.62003696
90700-study_3-5378,4,4,Ask to sit at a table in the cafeteria at lunch. Do this with different groups of people on different days at different schools. The people who say yes and try to befriend you are friendlier than the ones who say yes but ignore you.,2.4808922,A creative experiment for testing friendliness at different schools is ask to sit at a table in the cafeteria at lunch. do this with different groups of people on different days at different schools. the people who say yes and try to befriend you are friendlier than the ones who say yes but ignore you.,0.4424559
93560-study_3-1806,7,7,is the jungle habital for humans or any living being,3.0484858,A creative research question for a jungle containing no human life is is the jungle habital for humans or any living being,0.5436836
167-study_2-8439,7,7,how do the animals coexist,2.7355237,A creative research question for a jungle containing no human life is how do the animals coexist,0.48786828
22-study_1-800,9,9,ask them to read your mind while thinking bout something random,2.081476,A creative experiment for testing mind-reading abilities is ask them to read your mind while thinking bout something random,0.3712218
106-study_4-18299,7,7,Are the palnts edible?,2.3143444,A creative research question for a jungle containing no human life is are the palnts edible?,0.41275284
91893-study_3-2890,14,14,some gases in space could have covered the stars,3.1010604,A creative hypothesis for why stars disappear from the sky is some gases in space could have covered the stars,0.55306005
91736-study_3-2923,14,14,Steadily increasing light pollution nearby is causing the stars to be more difficult to see,3.1010604,A creative hypothesis for why stars disappear from the sky is steadily increasing light pollution nearby is causing the stars to be more difficult to see,0.55306005
93050-study_3-3371,2,2,If a dog already marked its territoy with one friend then the cat will pick the other friend,4.158089,A creative hypothesis for why dogs like one friend and cats like another is if a dog already marked its territoy with one friend then the cat will pick the other friend,0.74157643
122-study_2-7734,10,10,are there any fossils of ancient species,2.6863708,A creative research question for an unexplored part of the ocean floor is are there any fossils of ancient species,0.47910208
91206-study_3-5944,9,9,By telling someone that they should think about what they would like to eat for dinner. Then the cousin reads their minds and then the person is asked to say what they want to eat and see if they match,2.848544,A creative experiment for testing mind-reading abilities is by telling someone that they should think about what they would like to eat for dinner. then the cousin reads their minds and then the person is asked to say what they want to eat and see if they match,0.5080249
93-study_1-3462,0,0,go up to birds and try to talk to them,0.8153862,A creative experiment for testing bird's understanding of human speech is go up to birds and try to talk to them,0.14542043
125-study_2-7770,4,4,make a survey,1.1508209,A creative experiment for testing friendliness at different schools is make a survey,0.20524369
81-study_2-7136,2,2,the cats can sense that the dog girl doesn't like cats and vice versa,1.9676902,A creative hypothesis for why dogs like one friend and cats like another is the cats can sense that the dog girl doesn't like cats and vice versa,0.35092863
94084-study_3-5744,4,4,"Take one to two weeks to walk around your campus and record the number of people you see engaging in friendly behaviors ex. hugging, holding doors for others, smiling at others. Travel to a multitude of other campuses and record the number of students you see engaging in these same behaviors throughout the same time period. Compare the number of students you observed behaving in a friendly way at your school compared to other schools.",3.600107,"A creative experiment for testing friendliness at different schools is take one to two weeks to walk around your campus and record the number of people you see engaging in friendly behaviors ex. hugging, holding doors for others, smiling at others. travel to a multitude of other campuses and record the number of students you see engaging in these same behaviors throughout the same time period. compare the number of students you observed behaving in a friendly way at your school compared to other schools.",0.6420628
dupe_average,14,14,there are clouds forming in the sky,2.1359956,A creative hypothesis for why stars disappear from the sky is there are clouds forming in the sky,0.38094512
122-study_1-4701,5,5,it could have been caused by ufo's or other extraterrestrial beings,3.7190795,A creative hypothesis for why there are massive holds in a field is it could have been caused by ufo's or other extraterrestrial beings,0.66328096
94856-study_3-4675,0,0,test the brain waves of a bird when a human is talking to them,3.3193448,A creative experiment for testing bird's understanding of human speech is test the brain waves of a bird when a human is talking to them,0.5919901
91261-study_3-6100,9,9,"have your cousin and the other person in seperate rooms. next, make sure the person is not aware that the cousin is attempting to read their mind and see the results",2.30077,"A creative experiment for testing mind-reading abilities is have your cousin and the other person in seperate rooms. next, make sure the person is not aware that the cousin is attempting to read their mind and see the results",0.41033193
93844-study_3-4020,8,8,"The depth of one lake is greater, causing the more shallow one to be warmer.",1.7296747,"A creative hypothesis for why water is warmer in one lake than another is the depth of one lake is greater, causing the more shallow one to be warmer.",0.30847967
59-study_1-2260,7,7,how has this jungle remained uninhabited by humans?,2.2967997,A creative research question for a jungle containing no human life is how has this jungle remained uninhabited by humans?,0.4096238
91832-study_3-3904,8,8,one is a spring,1.7296747,A creative hypothesis for why water is warmer in one lake than another is one is a spring,0.30847967
93062-study_3-6163,9,9,invite friends over and have your cosuin read their minds then ask them what they were thinking,2.30077,A creative experiment for testing mind-reading abilities is invite friends over and have your cosuin read their minds then ask them what they were thinking,0.41033193
91258-study_3-6166,9,9,keep a person in the room alone and have the cousin come tell them what they were thinking ans see if it is true based on the reaction of the person,2.30077,A creative experiment for testing mind-reading abilities is keep a person in the room alone and have the cousin come tell them what they were thinking ans see if it is true based on the reaction of the person,0.41033193
93289-study_3-4513,0,0,place bird feed out and have humans say POISON POISON,4.0848713,A creative experiment for testing bird's understanding of human speech is place bird feed out and have humans say poison poison,0.7285183
148-study_2-8147,6,6,you can observe and spend an excess amount of time with the animal to study it,1.4124805,A creative experiment for testing if animals have a sense of humor is you can observe and spend an excess amount of time with the animal to study it,0.2519095
121-study_1-4643,3,3,observe plants in the environment and see how there growth has been impacted by different factors.,2.641375,A creative experiment for testing effects of water and sunlight on flower growth is observe plants in the environment and see how there growth has been impacted by different factors.,0.4710773
94084-study_3-3446,2,2,"My friend that my dog takes a liking to has dogs of his/her own, while my friend that cats seem to take a liking to has no pets.",2.521441,"A creative hypothesis for why dogs like one friend and cats like another is my friend that my dog takes a liking to has dogs of his/her own, while my friend that cats seem to take a liking to has no pets.",0.44968757
91425-study_3-4363,0,0,give untrined bird verbal commands,2.367636,A creative experiment for testing bird's understanding of human speech is give untrined bird verbal commands,0.42225713
94087-study_3-5461,4,4,Get a random sample of students and have them complete a survey about their friendliness toward peole and compare the results to other study results,2.0538101,A creative experiment for testing friendliness at different schools is get a random sample of students and have them complete a survey about their friendliness toward peole and compare the results to other study results,0.3662877
83-study_4-17713,11,11,What is the environment like on this planet?,2.8546374,A creative research question for a new planet outside of our galaxy is what is the environment like on this planet?,0.50911164
92228-study_3-3360,2,2,Friend walk is just a dog person while friend two is a cat person,2.1809263,A creative hypothesis for why dogs like one friend and cats like another is friend walk is just a dog person while friend two is a cat person,0.3889583
103-study_1-3902,6,6,put two animals in front of each other and see if they think the other is funny,2.641375,A creative experiment for testing if animals have a sense of humor is put two animals in front of each other and see if they think the other is funny,0.4710773
93858-study_3-6351,9,9,You can test it on people that do not know they are being tested for accurate results,2.30077,A creative experiment for testing mind-reading abilities is you can test it on people that do not know they are being tested for accurate results,0.41033193
90814-study_3-39,10,10,Are we sure the floor is the lowest part to exist,4.2896657,A creative research question for an unexplored part of the ocean floor is are we sure the floor is the lowest part to exist,0.7650424
93865-study_3-2015,7,7,What other species live in this jungle,1.2849739,A creative research question for a jungle containing no human life is what other species live in this jungle,0.22916926
dupe_average,7,7,what is the climate of the jungle,2.6978,A creative research question for a jungle containing no human life is what is the climate of the jungle,0.4811404
90936-study_3-2091,7,7,Why exactly does this jungle contain no human life/what makes it uninhabitable,3.0484858,A creative research question for a jungle containing no human life is why exactly does this jungle contain no human life/what makes it uninhabitable,0.5436836
73-study_4-17457,7,7,Most common species,3.1947944,A creative research question for a jungle containing no human life is most common species,0.56977713
90789-study_3-1494,11,11,What is the gravitational field of this planet and how does that affect living,4.4472213,A creative research question for a new planet outside of our galaxy is what is the gravitational field of this planet and how does that affect living,0.7931417
91693-study_3-5500,4,4,Have a new kid come to the school and see how people react to him,2.8344545,A creative experiment for testing friendliness at different schools is have a new kid come to the school and see how people react to him,0.5055121
70-study_2-6981,1,1,"hobbies, lifestyle, food, shower",1.4777706,"A creative research question for a remote island with nonverbal communication is hobbies, lifestyle, food, shower",0.26355368
117-study_2-7674,7,7,is there something dangerous in the jungle?,2.994551,A creative research question for a jungle containing no human life is is there something dangerous in the jungle?,0.5340646
23-study_4-16017,11,11,Does this planet orbit the sun?Does it orbit the moon?,3.111887,A creative research question for a new planet outside of our galaxy is does this planet orbit the sun?does it orbit the moon?,0.55499095
128-study_1-4941,12,12,what actions and thoughts can the robot complete that are similar to those of humans?,2.9535112,A creative research question for a robot that can learn and think like humans is what actions and thoughts can the robot complete that are similar to those of humans?,0.5267454
91419-study_3-4985,6,6,Monitor their brains and see what actions make them happy,2.5254822,A creative experiment for testing if animals have a sense of humor is monitor their brains and see what actions make them happy,0.4504083
94123-study_3-6253,9,9,tell people they are being watched,1.5026238,A creative experiment for testing mind-reading abilities is tell people they are being watched,0.26798615
130-study_1-5015,13,13,the students may be from an area with a musical history,3.5318172,A creative hypothesis for why students sing in hallways at a new school is the students may be from an area with a musical history,0.6298836
92343-study_3-2970,14,14,the planet is moving,2.3949544,A creative hypothesis for why stars disappear from the sky is the planet is moving,0.42712927
91261-study_3-851,1,1,how they communicate with one another,2.3913717,A creative research question for a remote island with nonverbal communication is how they communicate with one another,0.4264903
91919-study_3-3672,2,2,"there appearance differnences affect whether a dog is attracted to them, or a cat.",3.1515887,"A creative hypothesis for why dogs like one friend and cats like another is there appearance differnences affect whether a dog is attracted to them, or a cat.",0.56207156
91685-study_3-1475,11,11,"What is the atmosphere composition, any life, is there water",2.0298264,"A creative research question for a new planet outside of our galaxy is what is the atmosphere composition, any life, is there water",0.36201036
